How many players at the table?
GAME #2109 : Winner - [0]
GAME #2110 : Winner - [0]
GAME #2111 : Winner - [0]
GAME #2112 : Winner - [0]
GAME #2113 : Winner - [0]
GAME #2114 : Winner - [0]
GAME #2115 : Winner - [0]
GAME #2116 : Winner - [1]
GAME #2117 : Winner - [0]
GAME #2118 : Winner - [0]
GAME #2119 : Winner - [2]
GAME #2120 : Winner - [1]
GAME #2121 : Winner - [1]
GAME #2122 : Winner - [0]
GAME #2123 : Winner - [0]
GAME #2124 : Winner - [2]
GAME #2125 : Winner - [1]
GAME #2126 : Winner - [2]
GAME #2127 : Winner - [1]
GAME #2128 : Winner - [0]
GAME #2129 : Winner - [0]
GAME #2130 : Winner - [2]
GAME #2131 : Winner - [1]
GAME #2132 : Winner - [2]
GAME #2133 : Winner - [0]
GAME #2134 : Winner - [0]
GAME #2135 : Winner - [0]
GAME #2136 : Winner - [0]
GAME #2137 : Winner - [2]
GAME #2138 : Winner - [1]
GAME #2139 : Winner - [0]
GAME #2140 : Winner - [1]
GAME #2141 : Winner - [0]
GAME #2142 : Winner - [0]
GAME #2143 : Winner - [2]
GAME #2144 : Winner - [0]
GAME #2145 : Winner - [1]
GAME #2146 : Winner - [1]
GAME #2147 : Winner - [0]
GAME #2148 : Winner - [1]
GAME #2149 : Winner - [0]
GAME #2150 : Winner - [0]
GAME #2151 : Winner - [2]
GAME #2152 : Winner - [0]
GAME #2153 : Winner - [0]
GAME #2154 : Winner - [0]
GAME #2155 : Winner - [0]
GAME #2156 : Winner - [1]
GAME #2157 : Winner - [2]
GAME #2158 : Winner - [1]
GAME #2159 : Winner - [0]
GAME #2160 : Winner - [1]
GAME #2161 : Winner - [2]
GAME #2162 : Winner - [0]
GAME #2163 : Winner - [0]
GAME #2164 : Winner - [1]
GAME #2165 : Winner - [0]
GAME #2166 : Winner - [0]
GAME #2167 : Winner - [0]
GAME #2168 : Winner - [1]
GAME #2169 : Winner - [2]
GAME #2170 : Winner - [1]
GAME #2171 : Winner - [1]
GAME #2172 : Winner - [0]
GAME #2173 : Winner - [0]
GAME #2174 : Winner - [1]
GAME #2175 : Winner - [0]
GAME #2176 : Winner - [1]
GAME #2177 : Winner - [2]
GAME #2178 : Winner - [2]
GAME #2179 : Winner - [0]
GAME #2180 : Winner - [0]
GAME #2181 : Winner - [0]
GAME #2182 : Winner - [2]
GAME #2183 : Winner - [0]
GAME #2184 : Winner - [1]
GAME #2185 : Winner - [1]
GAME #2186 : Winner - [1]
GAME #2187 : Winner - [1]
GAME #2188 : Winner - [2]
GAME #2189 : Winner - [1]
GAME #2190 : Winner - [0]
GAME #2191 : Winner - [0]
GAME #2192 : Winner - [0]
GAME #2193 : Winner - [1]
GAME #2194 : Winner - [0]
GAME #2195 : Winner - [0]
GAME #2196 : Winner - [2]
GAME #2197 : Winner - [1]
GAME #2198 : Winner - [0]
GAME #2199 : Winner - [1]
GAME #2200 : Winner - [2]
GAME #2201 : Winner - [0]
GAME #2202 : Winner - [2]
GAME #2203 : Winner - [0]
GAME #2204 : Winner - [0]
GAME #2205 : Winner - [1]
GAME #2206 : Winner - [1]
GAME #2207 : Winner - [0]
GAME #2208 : Winner - [1]
GAME #2209 : Winner - [0]
GAME #2210 : Winner - [0]
GAME #2211 : Winner - [1]
GAME #2212 : Winner - [2]
GAME #2213 : Winner - [0]
GAME #2214 : Winner - [0]
GAME #2215 : Winner - [2]
GAME #2216 : Winner - [0]
GAME #2217 : Winner - [0]
GAME #2218 : Winner - [1]
GAME #2219 : Winner - [0]
GAME #2220 : Winner - [0]
GAME #2221 : Winner - [2]
GAME #2222 : Winner - [0]
GAME #2223 : Winner - [0]
GAME #2224 : Winner - [2]
GAME #2225 : Winner - [1]
GAME #2226 : Winner - [1]
GAME #2227 : Winner - [0]
GAME #2228 : Winner - [1]
GAME #2229 : Winner - [0]
GAME #2230 : Winner - [1]
GAME #2231 : Winner - [2]
GAME #2232 : Winner - [1]
GAME #2233 : Winner - [0]
GAME #2234 : Winner - [0]
GAME #2235 : Winner - [2]
GAME #2236 : Winner - [1]
GAME #2237 : Winner - [0]
GAME #2238 : Winner - [0]
GAME #2239 : Winner - [2]
GAME #2240 : Winner - [0]
GAME #2241 : Winner - [0]
GAME #2242 : Winner - [1]
GAME #2243 : Winner - [0]
GAME #2244 : Winner - [0]
GAME #2245 : Winner - [0]
GAME #2246 : Winner - [1]
GAME #2247 : Winner - [0]
GAME #2248 : Winner - [2]
GAME #2249 : Winner - [0]
GAME #2250 : Winner - [1]
GAME #2251 : Winner - [0]
GAME #2252 : Winner - [0]
GAME #2253 : Winner - [1]
GAME #2254 : Winner - [0]
GAME #2255 : Winner - [0]
GAME #2256 : Winner - [0]
GAME #2257 : Winner - [0]
GAME #2258 : Winner - [0]
GAME #2259 : Winner - [0]
GAME #2260 : Winner - [0]
GAME #2261 : Winner - [0]
GAME #2262 : Winner - [0]
GAME #2263 : Winner - [1]
GAME #2264 : Winner - [1]
GAME #2265 : Winner - [0]
GAME #2266 : Winner - [0]
GAME #2267 : Winner - [2]
GAME #2268 : Winner - [0]
GAME #2269 : Winner - [0]
GAME #2270 : Winner - [1]
GAME #2271 : Winner - [0]
GAME #2272 : Winner - [0]
GAME #2273 : Winner - [0]
GAME #2274 : Winner - [0]
GAME #2275 : Winner - [1]
GAME #2276 : Winner - [0]
GAME #2277 : Winner - [2]
GAME #2278 : Winner - [1]
GAME #2279 : Winner - [1]
GAME #2280 : Winner - [0]
GAME #2281 : Winner - [1]
GAME #2282 : Winner - [0]
GAME #2283 : Winner - [0]
GAME #2284 : Winner - [1]
GAME #2285 : Winner - [0]
GAME #2286 : Winner - [1]
GAME #2287 : Winner - [0]
GAME #2288 : Winner - [1]
GAME #2289 : Winner - [0]
GAME #2290 : Winner - [1]
GAME #2291 : Winner - [0]
GAME #2292 : Winner - [0]
GAME #2293 : Winner - [2]
GAME #2294 : Winner - [0]
GAME #2295 : Winner - [2]
GAME #2296 : Winner - [2]
GAME #2297 : Winner - [0]
GAME #2298 : Winner - [0]
GAME #2299 : Winner - [1]
GAME #2300 : Winner - [0]
GAME #2301 : Winner - [0]
GAME #2302 : Winner - [0]
GAME #2303 : Winner - [0]
GAME #2304 : Winner - [0]
GAME #2305 : Winner - [2]
GAME #2306 : Winner - [1]
GAME #2307 : Winner - [1]
GAME #2308 : Winner - [2]
GAME #2309 : Winner - [1]
GAME #2310 : Winner - [0]
GAME #2311 : Winner - [2]
GAME #2312 : Winner - [1]
GAME #2313 : Winner - [0]
GAME #2314 : Winner - [1]
GAME #2315 : Winner - [1]
GAME #2316 : Winner - [0]
GAME #2317 : Winner - [1]
GAME #2318 : Winner - [0]
GAME #2319 : Winner - [2]
GAME #2320 : Winner - [0]
GAME #2321 : Winner - [2]
GAME #2322 : Winner - [0]
GAME #2323 : Winner - [0]
GAME #2324 : Winner - [0]
GAME #2325 : Winner - [0]
GAME #2326 : Winner - [0]
GAME #2327 : Winner - [0]
GAME #2328 : Winner - [2]
GAME #2329 : Winner - [2]
GAME #2330 : Winner - [0]
GAME #2331 : Winner - [0]
GAME #2332 : Winner - [1]
GAME #2333 : Winner - [0]
GAME #2334 : Winner - [1]
GAME #2335 : Winner - [0]
GAME #2336 : Winner - [1]
GAME #2337 : Winner - [1]
GAME #2338 : Winner - [2]
GAME #2339 : Winner - [0]
GAME #2340 : Winner - [1]
GAME #2341 : Winner - [1]
GAME #2342 : Winner - [1]
GAME #2343 : Winner - [0]
GAME #2344 : Winner - [1]
GAME #2345 : Winner - [0]
GAME #2346 : Winner - [0]
GAME #2347 : Winner - [1]
GAME #2348 : Winner - [0]
GAME #2349 : Winner - [0]
GAME #2350 : Winner - [0]
GAME #2351 : Winner - [1]
GAME #2352 : Winner - [0]
GAME #2353 : Winner - [1]
GAME #2354 : Winner - [0]
GAME #2355 : Winner - [1]
GAME #2356 : Winner - [0]
GAME #2357 : Winner - [1]
GAME #2358 : Winner - [1]
GAME #2359 : Winner - [0]
GAME #2360 : Winner - [0]
GAME #2361 : Winner - [0]
GAME #2362 : Winner - [0]
GAME #2363 : Winner - [1]
GAME #2364 : Winner - [0]
GAME #2365 : Winner - [0]
GAME #2366 : Winner - [0]
GAME #2367 : Winner - [2]
GAME #2368 : Winner - [0]
GAME #2369 : Winner - [1]
GAME #2370 : Winner - [1]
GAME #2371 : Winner - [1]
GAME #2372 : Winner - [0]
GAME #2373 : Winner - [0]
GAME #2374 : Winner - [2]
GAME #2375 : Winner - [1]
GAME #2376 : Winner - [2]
GAME #2377 : Winner - [1]
GAME #2378 : Winner - [2]
GAME #2379 : Winner - [0]
GAME #2380 : Winner - [1]
GAME #2381 : Winner - [2]
GAME #2382 : Winner - [1]
GAME #2383 : Winner - [0]
GAME #2384 : Winner - [1]
GAME #2385 : Winner - [2]
GAME #2386 : Winner - [1]
GAME #2387 : Winner - [2]
GAME #2388 : Winner - [0]
GAME #2389 : Winner - [0]
GAME #2390 : Winner - [0]
GAME #2391 : Winner - [1]
GAME #2392 : Winner - [0]
GAME #2393 : Winner - [1]
GAME #2394 : Winner - [1]
GAME #2395 : Winner - [2]
GAME #2396 : Winner - [0]
GAME #2397 : Winner - [0]
GAME #2398 : Winner - [1]
GAME #2399 : Winner - [2]
GAME #2400 : Winner - [2]
GAME #2401 : Winner - [1]
GAME #2402 : Winner - [0]
GAME #2403 : Winner - [2]
GAME #2404 : Winner - [0]
GAME #2405 : Winner - [0]
GAME #2406 : Winner - [1]
GAME #2407 : Winner - [0]
GAME #2408 : Winner - [1]
GAME #2409 : Winner - [0]
GAME #2410 : Winner - [0]
GAME #2411 : Winner - [2]
GAME #2412 : Winner - [0]
GAME #2413 : Winner - [2]
GAME #2414 : Winner - [0]
GAME #2415 : Winner - [0]
GAME #2416 : Winner - [0]
GAME #2417 : Winner - [2]
GAME #2418 : Winner - [0]
GAME #2419 : Winner - [2]
GAME #2420 : Winner - [0]
GAME #2421 : Winner - [1]
GAME #2422 : Winner - [0]
GAME #2423 : Winner - [0]
GAME #2424 : Winner - [0]
GAME #2425 : Winner - [2]
GAME #2426 : Winner - [1]
GAME #2427 : Winner - [1]
GAME #2428 : Winner - [1]
GAME #2429 : Winner - [0]
GAME #2430 : Winner - [0]
GAME #2431 : Winner - [0]
GAME #2432 : Winner - [2]
GAME #2433 : Winner - [0]
GAME #2434 : Winner - [1]
GAME #2435 : Winner - [2]
GAME #2436 : Winner - [1]
GAME #2437 : Winner - [1]
GAME #2438 : Winner - [0]
GAME #2439 : Winner - [2]
GAME #2440 : Winner - [1]
GAME #2441 : Winner - [0]
GAME #2442 : Winner - [2]
GAME #2443 : Winner - [1]
GAME #2444 : Winner - [2]
GAME #2445 : Winner - [0]
GAME #2446 : Winner - [2]
GAME #2447 : Winner - [0]
GAME #2448 : Winner - [0]
GAME #2449 : Winner - [0]
GAME #2450 : Winner - [0]
GAME #2451 : Winner - [1]
GAME #2452 : Winner - [0]
GAME #2453 : Winner - [1]
GAME #2454 : Winner - [0]
GAME #2455 : Winner - [0]
GAME #2456 : Winner - [2]
GAME #2457 : Winner - [0]
GAME #2458 : Winner - [0]
GAME #2459 : Winner - [2]
GAME #2460 : Winner - [0]
GAME #2461 : Winner - [2]
GAME #2462 : Winner - [0]
GAME #2463 : Winner - [1]
GAME #2464 : Winner - [1]
GAME #2465 : Winner - [1]
GAME #2466 : Winner - [0]
GAME #2467 : Winner - [0]
GAME #2468 : Winner - [0]
GAME #2469 : Winner - [1]
GAME #2470 : Winner - [0]
GAME #2471 : Winner - [1]
GAME #2472 : Winner - [0, 1, 2]
GAME #2473 : Winner - [0]
GAME #2474 : Winner - [0]
GAME #2475 : Winner - [0]
GAME #2476 : Winner - [2]
GAME #2477 : Winner - [1]
GAME #2478 : Winner - [0]
GAME #2479 : Winner - [1]
GAME #2480 : Winner - [1]
GAME #2481 : Winner - [0]
GAME #2482 : Winner - [2]
GAME #2483 : Winner - [0]
GAME #2484 : Winner - [1]
GAME #2485 : Winner - [0]
GAME #2486 : Winner - [1]
GAME #2487 : Winner - [1]
GAME #2488 : Winner - [0]
GAME #2489 : Winner - [0]
GAME #2490 : Winner - [0]
GAME #2491 : Winner - [0]
GAME #2492 : Winner - [1]
GAME #2493 : Winner - [0]
GAME #2494 : Winner - [1]
GAME #2495 : Winner - [0]
GAME #2496 : Winner - [0]
GAME #2497 : Winner - [0]
GAME #2498 : Winner - [0]
GAME #2499 : Winner - [1]
GAME #2500 : Winner - [0]
GAME #2501 : Winner - [1]
GAME #2502 : Winner - [2]
GAME #2503 : Winner - [0]
GAME #2504 : Winner - [0]
GAME #2505 : Winner - [2]
GAME #2506 : Winner - [0]
GAME #2507 : Winner - [0]
GAME #2508 : Winner - [1]
GAME #2509 : Winner - [1]
GAME #2510 : Winner - [1]
GAME #2511 : Winner - [0]
GAME #2512 : Winner - [0]
GAME #2513 : Winner - [2]
GAME #2514 : Winner - [1]
GAME #2515 : Winner - [1]
GAME #2516 : Winner - [0]
GAME #2517 : Winner - [0]
GAME #2518 : Winner - [0]
GAME #2519 : Winner - [0]
GAME #2520 : Winner - [0]
GAME #2521 : Winner - [1]
GAME #2522 : Winner - [0]
GAME #2523 : Winner - [0]
GAME #2524 : Winner - [0]
GAME #2525 : Winner - [0]
GAME #2526 : Winner - [0]
GAME #2527 : Winner - [1]
GAME #2528 : Winner - [1]
GAME #2529 : Winner - [1]
GAME #2530 : Winner - [1]
GAME #2531 : Winner - [1]
GAME #2532 : Winner - [0]
GAME #2533 : Winner - [0]
GAME #2534 : Winner - [2]
GAME #2535 : Winner - [1]
GAME #2536 : Winner - [1]
GAME #2537 : Winner - [0]
GAME #2538 : Winner - [0]
GAME #2539 : Winner - [0, 1, 2]
GAME #2540 : Winner - [0]
GAME #2541 : Winner - [1]
GAME #2542 : Winner - [0]
GAME #2543 : Winner - [1]
GAME #2544 : Winner - [0]
GAME #2545 : Winner - [0]
GAME #2546 : Winner - [2]
GAME #2547 : Winner - [0]
GAME #2548 : Winner - [1]
GAME #2549 : Winner - [0]
GAME #2550 : Winner - [1]
GAME #2551 : Winner - [0]
GAME #2552 : Winner - [0]
GAME #2553 : Winner - [1]
GAME #2554 : Winner - [2]
GAME #2555 : Winner - [1]
GAME #2556 : Winner - [0]
GAME #2557 : Winner - [1]
GAME #2558 : Winner - [1]
GAME #2559 : Winner - [2]
GAME #2560 : Winner - [0]
GAME #2561 : Winner - [0]
GAME #2562 : Winner - [0]
GAME #2563 : Winner - [2]
GAME #2564 : Winner - [0]
GAME #2565 : Winner - [1]
GAME #2566 : Winner - [0]
GAME #2567 : Winner - [2]
GAME #2568 : Winner - [2]
GAME #2569 : Winner - [1]
GAME #2570 : Winner - [0]
GAME #2571 : Winner - [2]
GAME #2572 : Winner - [2]
GAME #2573 : Winner - [1]
GAME #2574 : Winner - [0]
GAME #2575 : Winner - [2]
GAME #2576 : Winner - [1]
GAME #2577 : Winner - [0]
GAME #2578 : Winner - [0]
GAME #2579 : Winner - [0]
GAME #2580 : Winner - [2]
GAME #2581 : Winner - [1]
GAME #2582 : Winner - [1]
GAME #2583 : Winner - [0]
GAME #2584 : Winner - [2]
GAME #2585 : Winner - [0]
GAME #2586 : Winner - [2]
GAME #2587 : Winner - [1]
GAME #2588 : Winner - [2]
GAME #2589 : Winner - [1]
GAME #2590 : Winner - [0]
GAME #2591 : Winner - [2]
GAME #2592 : Winner - [1]
GAME #2593 : Winner - [0]
GAME #2594 : Winner - [0]
GAME #2595 : Winner - [0]
GAME #2596 : Winner - [0]
GAME #2597 : Winner - [0]
GAME #2598 : Winner - [0]
GAME #2599 : Winner - [0]
GAME #2600 : Winner - [0]
GAME #2601 : Winner - [1]
GAME #2602 : Winner - [1]
GAME #2603 : Winner - [0]
GAME #2604 : Winner - [1]
GAME #2605 : Winner - [0]
GAME #2606 : Winner - [1]
GAME #2607 : Winner - [0]
GAME #2608 : Winner - [1]
GAME #2609 : Winner - [2]
GAME #2610 : Winner - [1]
GAME #2611 : Winner - [2]
GAME #2612 : Winner - [0]
GAME #2613 : Winner - [0]
GAME #2614 : Winner - [2]
GAME #2615 : Winner - [2]
GAME #2616 : Winner - [0]
GAME #2617 : Winner - [2]
GAME #2618 : Winner - [0]
GAME #2619 : Winner - [0]
GAME #2620 : Winner - [2]
GAME #2621 : Winner - [0]
GAME #2622 : Winner - [1]
GAME #2623 : Winner - [2]
GAME #2624 : Winner - [1]
GAME #2625 : Winner - [2]
GAME #2626 : Winner - [2]
GAME #2627 : Winner - [0]
GAME #2628 : Winner - [0]
GAME #2629 : Winner - [2]
GAME #2630 : Winner - [1]
GAME #2631 : Winner - [0]
GAME #2632 : Winner - [0]
GAME #2633 : Winner - [2]
GAME #2634 : Winner - [1]
GAME #2635 : Winner - [0]
GAME #2636 : Winner - [0]
GAME #2637 : Winner - [0]
GAME #2638 : Winner - [1]
GAME #2639 : Winner - [0]
GAME #2640 : Winner - [1]
GAME #2641 : Winner - [1]
GAME #2642 : Winner - [0]
GAME #2643 : Winner - [2]
GAME #2644 : Winner - [0]
GAME #2645 : Winner - [1]
GAME #2646 : Winner - [0]
GAME #2647 : Winner - [0]
GAME #2648 : Winner - [0]
GAME #2649 : Winner - [0]
GAME #2650 : Winner - [0]
GAME #2651 : Winner - [0]
GAME #2652 : Winner - [0]
GAME #2653 : Winner - [0]
GAME #2654 : Winner - [0]
GAME #2655 : Winner - [0]
GAME #2656 : Winner - [0]
GAME #2657 : Winner - [1]
GAME #2658 : Winner - [1]
GAME #2659 : Winner - [1]
GAME #2660 : Winner - [1]
GAME #2661 : Winner - [1]
GAME #2662 : Winner - [0]
GAME #2663 : Winner - [0]
GAME #2664 : Winner - [0]
GAME #2665 : Winner - [0]
GAME #2666 : Winner - [0]
GAME #2667 : Winner - [2]
GAME #2668 : Winner - [2]
GAME #2669 : Winner - [1]
GAME #2670 : Winner - [2]
GAME #2671 : Winner - [1]
GAME #2672 : Winner - [0]
GAME #2673 : Winner - [0]
GAME #2674 : Winner - [2]
GAME #2675 : Winner - [1]
GAME #2676 : Winner - [1]
GAME #2677 : Winner - [0]
GAME #2678 : Winner - [1]
GAME #2679 : Winner - [0]
GAME #2680 : Winner - [1]
GAME #2681 : Winner - [0]
GAME #2682 : Winner - [1]
GAME #2683 : Winner - [1]
GAME #2684 : Winner - [0]
GAME #2685 : Winner - [0]
GAME #2686 : Winner - [1]
GAME #2687 : Winner - [0]
GAME #2688 : Winner - [0]
GAME #2689 : Winner - [0]
GAME #2690 : Winner - [1]
GAME #2691 : Winner - [1]
GAME #2692 : Winner - [2]
GAME #2693 : Winner - [0]
GAME #2694 : Winner - [0]
GAME #2695 : Winner - [1]
GAME #2696 : Winner - [1]
GAME #2697 : Winner - [1]
GAME #2698 : Winner - [2]
GAME #2699 : Winner - [0]
GAME #2700 : Winner - [0]
GAME #2701 : Winner - [2]
GAME #2702 : Winner - [1]
GAME #2703 : Winner - [2]
GAME #2704 : Winner - [1]
GAME #2705 : Winner - [0]
GAME #2706 : Winner - [0]
GAME #2707 : Winner - [1]
GAME #2708 : Winner - [2]
GAME #2709 : Winner - [0]
GAME #2710 : Winner - [2]
GAME #2711 : Winner - [2]
GAME #2712 : Winner - [0]
GAME #2713 : Winner - [1]
GAME #2714 : Winner - [0]
GAME #2715 : Winner - [1]
GAME #2716 : Winner - [1]
GAME #2717 : Winner - [2]
GAME #2718 : Winner - [0]
GAME #2719 : Winner - [0]
GAME #2720 : Winner - [1]
GAME #2721 : Winner - [0]
GAME #2722 : Winner - [1]
GAME #2723 : Winner - [2]
GAME #2724 : Winner - [2]
GAME #2725 : Winner - [1]
GAME #2726 : Winner - [0]
GAME #2727 : Winner - [1]
GAME #2728 : Winner - [0]
GAME #2729 : Winner - [1]
GAME #2730 : Winner - [0]
GAME #2731 : Winner - [0]
GAME #2732 : Winner - [0]
GAME #2733 : Winner - [0]
GAME #2734 : Winner - [0]
GAME #2735 : Winner - [0]
GAME #2736 : Winner - [0]
GAME #2737 : Winner - [2]
GAME #2738 : Winner - [0]
GAME #2739 : Winner - [0]
GAME #2740 : Winner - [2]
GAME #2741 : Winner - [0]
GAME #2742 : Winner - [0]
GAME #2743 : Winner - [0]
GAME #2744 : Winner - [0]
GAME #2745 : Winner - [0]
GAME #2746 : Winner - [2]
GAME #2747 : Winner - [0]
GAME #2748 : Winner - [0]
GAME #2749 : Winner - [2]
GAME #2750 : Winner - [0]
GAME #2751 : Winner - [1]
GAME #2752 : Winner - [0]
GAME #2753 : Winner - [0]
GAME #2754 : Winner - [2]
GAME #2755 : Winner - [1]
GAME #2756 : Winner - [2]
GAME #2757 : Winner - [1]
GAME #2758 : Winner - [0, 1, 2]
GAME #2759 : Winner - [0]
GAME #2760 : Winner - [1]
GAME #2761 : Winner - [2]
GAME #2762 : Winner - [0]
GAME #2763 : Winner - [0]
GAME #2764 : Winner - [0]
GAME #2765 : Winner - [1]
GAME #2766 : Winner - [0]
GAME #2767 : Winner - [2]
GAME #2768 : Winner - [1]
GAME #2769 : Winner - [0]
GAME #2770 : Winner - [0]
GAME #2771 : Winner - [2]
GAME #2772 : Winner - [0]
GAME #2773 : Winner - [1]
GAME #2774 : Winner - [0]
GAME #2775 : Winner - [2]
GAME #2776 : Winner - [0]
GAME #2777 : Winner - [0]
GAME #2778 : Winner - [0]
GAME #2779 : Winner - [0]
GAME #2780 : Winner - [0]
GAME #2781 : Winner - [1]
GAME #2782 : Winner - [2]
GAME #2783 : Winner - [2]
GAME #2784 : Winner - [0]
GAME #2785 : Winner - [2]
GAME #2786 : Winner - [0]
GAME #2787 : Winner - [1]
GAME #2788 : Winner - [0]
GAME #2789 : Winner - [1]
GAME #2790 : Winner - [0]
GAME #2791 : Winner - [2]
GAME #2792 : Winner - [2]
GAME #2793 : Winner - [0]
GAME #2794 : Winner - [0]
GAME #2795 : Winner - [0]
GAME #2796 : Winner - [1]
GAME #2797 : Winner - [1]
GAME #2798 : Winner - [2]
GAME #2799 : Winner - [2]
GAME #2800 : Winner - [0]
GAME #2801 : Winner - [0]
GAME #2802 : Winner - [2]
GAME #2803 : Winner - [0]
GAME #2804 : Winner - [1]
GAME #2805 : Winner - [0]
GAME #2806 : Winner - [1]
GAME #2807 : Winner - [0]
GAME #2808 : Winner - [0]
GAME #2809 : Winner - [2]
GAME #2810 : Winner - [0]
GAME #2811 : Winner - [0]
GAME #2812 : Winner - [1]
GAME #2813 : Winner - [0]
GAME #2814 : Winner - [0]
GAME #2815 : Winner - [1]
GAME #2816 : Winner - [0]
GAME #2817 : Winner - [1]
GAME #2818 : Winner - [0]
GAME #2819 : Winner - [2]
GAME #2820 : Winner - [0]
GAME #2821 : Winner - [0]
GAME #2822 : Winner - [2]
GAME #2823 : Winner - [0]
GAME #2824 : Winner - [0]
GAME #2825 : Winner - [1]
GAME #2826 : Winner - [1]
GAME #2827 : Winner - [0]
GAME #2828 : Winner - [2]
GAME #2829 : Winner - [2]
GAME #2830 : Winner - [0]
GAME #2831 : Winner - [0]
GAME #2832 : Winner - [0]
GAME #2833 : Winner - [0]
GAME #2834 : Winner - [0]
GAME #2835 : Winner - [1]
GAME #2836 : Winner - [0]
GAME #2837 : Winner - [1]
GAME #2838 : Winner - [0]
GAME #2839 : Winner - [0]
GAME #2840 : Winner - [2]
GAME #2841 : Winner - [0]
GAME #2842 : Winner - [1]
GAME #2843 : Winner - [1]
GAME #2844 : Winner - [0]
GAME #2845 : Winner - [0]
GAME #2846 : Winner - [0]
GAME #2847 : Winner - [0]
GAME #2848 : Winner - [0]
GAME #2849 : Winner - [2]
GAME #2850 : Winner - [0]
GAME #2851 : Winner - [2]
GAME #2852 : Winner - [1]
GAME #2853 : Winner - [0]
GAME #2854 : Winner - [1]
GAME #2855 : Winner - [2]
GAME #2856 : Winner - [1]
GAME #2857 : Winner - [0]
GAME #2858 : Winner - [0]
GAME #2859 : Winner - [1]
GAME #2860 : Winner - [0]
GAME #2861 : Winner - [0]
GAME #2862 : Winner - [2]
GAME #2863 : Winner - [2]
GAME #2864 : Winner - [2]
GAME #2865 : Winner - [2]
GAME #2866 : Winner - [0]
GAME #2867 : Winner - [2]
GAME #2868 : Winner - [0]
GAME #2869 : Winner - [1]
GAME #2870 : Winner - [0]
GAME #2871 : Winner - [1]
GAME #2872 : Winner - [0]
GAME #2873 : Winner - [0]
GAME #2874 : Winner - [0]
GAME #2875 : Winner - [0]
GAME #2876 : Winner - [0]
GAME #2877 : Winner - [0]
GAME #2878 : Winner - [0]
GAME #2879 : Winner - [2]
GAME #2880 : Winner - [0]
GAME #2881 : Winner - [2]
GAME #2882 : Winner - [0]
GAME #2883 : Winner - [0]
GAME #2884 : Winner - [0]
GAME #2885 : Winner - [2]
GAME #2886 : Winner - [2]
GAME #2887 : Winner - [0]
GAME #2888 : Winner - [0]
GAME #2889 : Winner - [0]
GAME #2890 : Winner - [1]
GAME #2891 : Winner - [0]
GAME #2892 : Winner - [2]
GAME #2893 : Winner - [0]
GAME #2894 : Winner - [0]
GAME #2895 : Winner - [0]
GAME #2896 : Winner - [1]
GAME #2897 : Winner - [0]
GAME #2898 : Winner - [0]
GAME #2899 : Winner - [0]
GAME #2900 : Winner - [1]
GAME #2901 : Winner - [0]
GAME #2902 : Winner - [1]
GAME #2903 : Winner - [2]
GAME #2904 : Winner - [1]
GAME #2905 : Winner - [1]
GAME #2906 : Winner - [0]
GAME #2907 : Winner - [1]
GAME #2908 : Winner - [0]
GAME #2909 : Winner - [2]
GAME #2910 : Winner - [1]
GAME #2911 : Winner - [2]
GAME #2912 : Winner - [1]
GAME #2913 : Winner - [1]
GAME #2914 : Winner - [2]
GAME #2915 : Winner - [1]
GAME #2916 : Winner - [0]
GAME #2917 : Winner - [1]
GAME #2918 : Winner - [1]
GAME #2919 : Winner - [2]
GAME #2920 : Winner - [0]
GAME #2921 : Winner - [0]
GAME #2922 : Winner - [2]
GAME #2923 : Winner - [0]
GAME #2924 : Winner - [1]
GAME #2925 : Winner - [2]
GAME #2926 : Winner - [1]
GAME #2927 : Winner - [1]
GAME #2928 : Winner - [0]
GAME #2929 : Winner - [0]
GAME #2930 : Winner - [0]
GAME #2931 : Winner - [0]
GAME #2932 : Winner - [1]
GAME #2933 : Winner - [1]
GAME #2934 : Winner - [1]
GAME #2935 : Winner - [0]
GAME #2936 : Winner - [1]
GAME #2937 : Winner - [0]
GAME #2938 : Winner - [0]
GAME #2939 : Winner - [0]
GAME #2940 : Winner - [0]
GAME #2941 : Winner - [0]
GAME #2942 : Winner - [1]
GAME #2943 : Winner - [0]
GAME #2944 : Winner - [2]
GAME #2945 : Winner - [1]
GAME #2946 : Winner - [0]
GAME #2947 : Winner - [2]
GAME #2948 : Winner - [0]
GAME #2949 : Winner - [2]
GAME #2950 : Winner - [1]
GAME #2951 : Winner - [0]
GAME #2952 : Winner - [1]
GAME #2953 : Winner - [0]
GAME #2954 : Winner - [2]
GAME #2955 : Winner - [0]
GAME #2956 : Winner - [0]
GAME #2957 : Winner - [0]
GAME #2958 : Winner - [0]
GAME #2959 : Winner - [1]
GAME #2960 : Winner - [0]
GAME #2961 : Winner - [0]
GAME #2962 : Winner - [0]
GAME #2963 : Winner - [1]
GAME #2964 : Winner - [1]
GAME #2965 : Winner - [0]
GAME #2966 : Winner - [1]
GAME #2967 : Winner - [0]
GAME #2968 : Winner - [2]
GAME #2969 : Winner - [0]
GAME #2970 : Winner - [0]
GAME #2971 : Winner - [1]
GAME #2972 : Winner - [1]
GAME #2973 : Winner - [0]
GAME #2974 : Winner - [0]
GAME #2975 : Winner - [0]
GAME #2976 : Winner - [2]
GAME #2977 : Winner - [1]
GAME #2978 : Winner - [1]
GAME #2979 : Winner - [1]
GAME #2980 : Winner - [0]
GAME #2981 : Winner - [2]
